Date,Open,High,Low,Close,Adj Close,Volume
2017-10-16,153.360001,154.020004,152.589996,152.869995,152.314621,276200
2017-10-17,153.050003,154.949997,153.050003,154.610001,154.048309,321500
2017-10-18,154.990005,155.610001,154.619995,154.820007,154.257553,147700
2017-10-19,154.610001,155.610001,154.429993,155.580002,155.014786,98800
2017-10-20,155.800003,156.059998,155.190002,155.910004,155.343582,438800
2017-10-23,156.500000,156.539993,155.339996,155.429993,154.865326,176200
2017-10-24,155.470001,155.470001,153.539993,154.320007,153.759369,161200
2017-10-25,154.110001,154.449997,153.320007,153.990005,153.430573,134800
2017-10-26,153.240005,153.389999,151.649994,152.509995,151.955933,219400
2017-10-27,152.320007,152.800003,152.000000,152.649994,152.095428,211900
2017-10-30,152.320007,152.610001,150.779999,151.070007,150.521179,189600
2017-10-31,151.139999,151.699997,150.759995,151.139999,150.590912,240100
2017-11-01,151.440002,151.929993,151.080002,151.080002,150.531128,319400
2017-11-02,151.240005,151.419998,150.399994,150.729996,150.182404,231800
2017-11-03,150.809998,152.210007,150.710007,152.130005,151.577316,119400
2017-11-06,152.009995,152.169998,151.559998,151.559998,151.009384,136800
2017-11-07,151.809998,152.020004,151.199997,151.710007,151.158844,173500
2017-11-08,151.660004,152.229996,151.500000,152.020004,151.467728,99600
2017-11-09,151.509995,152.059998,150.979996,151.990005,151.437836,257000
2017-11-10,151.520004,151.520004,150.149994,151.089996,150.541092,215900
2017-11-13,150.669998,151.479996,150.149994,151.199997,150.650696,136900
2017-11-14,150.619995,150.770004,149.919998,150.449997,149.903412,231200
2017-11-15,149.800003,150.559998,149.399994,150.070007,149.524811,125800
2017-11-16,150.330002,151.990005,150.070007,151.809998,151.258484,157500
2017-11-17,151.289993,151.710007,151.000000,151.360001,150.810120,108700
2017-11-20,151.350006,151.360001,150.509995,150.789993,150.242172,107300
2017-11-21,151.440002,152.389999,151.350006,152.130005,151.577316,100500
2017-11-22,152.139999,152.550003,151.979996,152.139999,151.587280,103500
2017-11-24,152.350006,152.589996,152.029999,152.520004,151.965912,28500
2017-11-27,152.619995,152.949997,152.270004,152.470001,151.916077,131200
2017-11-28,152.809998,153.669998,152.389999,153.600006,153.041977,172700
2017-11-29,153.679993,154.880005,153.679993,154.210007,153.649765,271000
2017-11-30,154.729996,155.899994,154.399994,155.490005,154.925110,266700
2017-12-01,155.460007,155.929993,152.919998,155.289993,154.725830,151800
2017-12-04,156.199997,156.250000,153.100006,153.100006,152.543793,169300
2017-12-05,153.259995,154.089996,152.699997,152.720001,152.165176,133100
2017-12-06,152.839996,153.100006,151.800003,152.500000,151.945969,91000
2017-12-07,152.770004,153.199997,152.169998,152.899994,152.344513,122400
2017-12-08,153.350006,154.619995,153.350006,154.619995,154.058273,90100
2017-12-11,154.910004,155.350006,154.539993,154.990005,154.426926,468000
2017-12-12,155.330002,155.720001,155.149994,155.539993,154.974930,129700
2017-12-13,155.660004,156.619995,155.600006,156.070007,155.503006,221100
2017-12-14,155.889999,156.009995,153.729996,153.949997,153.949997,188900
2017-12-15,154.570007,155.690002,154.550003,155.570007,155.570007,135500
2017-12-18,156.350006,156.399994,155.619995,155.759995,155.759995,155900
2017-12-19,156.199997,156.250000,155.509995,155.559998,155.559998,137000
2017-12-20,155.970001,156.210007,155.190002,155.250000,155.250000,224400
2017-12-21,155.580002,155.789993,154.869995,155.009995,155.009995,204200
2017-12-22,154.850006,154.910004,154.199997,154.580002,154.580002,137000
2017-12-26,154.500000,154.949997,154.500000,154.649994,154.649994,311200
2017-12-27,154.880005,155.419998,154.789993,155.039993,155.039993,113200
2017-12-28,155.460007,155.500000,154.699997,155.250000,155.250000,133400
2017-12-29,155.649994,155.770004,154.110001,154.139999,154.139999,155700
